 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|                   Encoder statistics. This file is generated during first encoding session, new sessions will be appended                                                                                                                                                                            |
 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|    ver    | Date  | Time  |         Sequence             | #Img |P/MbInt| QPI| QPP| QPB| Format  |Iperiod| #B | FMES | Hdmd | S.R |#Ref | Freq |Coding|RD-opt|Intra upd|8x8Tr| SNRY 1| SNRU 1| SNRV 1| SNRY N| SNRU N| SNRV N|#Bitr I|#Bitr P|#Bitr B|#Bitr IPB|     Total Time   |      Me Time     |
|10.2/(FRExt)| 12-Ju | 03:16 |      input_base_4CIF_0to8.yuv|    3 |  0/0  | 22 | 23 | 24 | 704x576 |    0  |  3 |  OFF |  ON  |  15 |  1  | 30.00| CABAC|   1  |   OFF   |  0  | 44.118| 48.006| 48.833| 42.161| 46.846| 47.756| 808640| 839413|1436880|  3085493|          90581   |          40825   |
|10.2/(FRExt)| 12-Ju | 03:17 |      input_base_4CIF_0to8.yuv|    3 |  0/0  | 22 | 23 | 24 | 704x576 |    0  |  3 |  OFF |  ON  |  15 |  1  | 30.00| CABAC|   1  |   OFF   |  0  | 44.118| 48.006| 48.833| 42.161| 46.846| 47.756| 808640| 839413|1436880|  3085493|          90392   |          40706   |
|10.2/(FRExt)| 12-Ju | 03:19 |      input_base_4CIF_0to8.yuv|    3 |  0/0  | 22 | 23 | 24 | 704x576 |    0  |  3 |  OFF |  ON  |  15 |  1  | 30.00| CABAC|   1  |   OFF   |  0  | 44.118| 48.006| 48.833| 42.161| 46.846| 47.756| 808640| 839413|1436880|  3085493|          90678   |          41048   |
|10.2/(FRExt)| 12-Ju | 03:20 |      input_base_4CIF_0to8.yuv|    3 |  0/0  | 22 | 23 | 24 | 704x576 |    0  |  3 |  OFF |  ON  |  15 |  1  | 30.00| CABAC|   1  |   OFF   |  0  | 44.118| 48.006| 48.833| 42.161| 46.846| 47.756| 808640| 839413|1436880|  3085493|          90491   |          40810   |
|10.2/(FRExt)| 12-Ju | 03:22 |      input_base_4CIF_0to8.yuv|    3 |  0/0  | 22 | 23 | 24 | 704x576 |    0  |  3 |  OFF |  ON  |  15 |  1  | 30.00| CABAC|   1  |   OFF   |  0  | 44.118| 48.006| 48.833| 42.161| 46.846| 47.756| 808640| 839413|1436880|  3085493|          90414   |          40744   |
|10.2/(FRExt)| 12-Ju | 03:23 |      input_base_4CIF_0to8.yuv|    3 |  0/0  | 22 | 23 | 24 | 704x576 |    0  |  3 |  OFF |  ON  |  15 |  1  | 30.00| CABAC|   1  |   OFF   |  0  | 44.118| 48.006| 48.833| 42.161| 46.846| 47.756| 808640| 839413|1436880|  3085493|          90494   |          40811   |
|10.2/(FRExt)| 12-Ju | 03:25 |      input_base_4CIF_0to8.yuv|    3 |  0/0  | 22 | 23 | 24 | 704x576 |    0  |  3 |  OFF |  ON  |  15 |  1  | 30.00| CABAC|   1  |   OFF   |  0  | 44.118| 48.006| 48.833| 42.161| 46.846| 47.756| 808640| 839413|1436880|  3085493|          90668   |          40728   |
|10.2/(FRExt)| 12-Ju | 03:27 |      input_base_4CIF_0to8.yuv|    3 |  0/0  | 22 | 23 | 24 | 704x576 |    0  |  3 |  OFF |  ON  |  15 |  1  | 30.00| CABAC|   1  |   OFF   |  0  | 44.118| 48.006| 48.833| 42.161| 46.846| 47.756| 808640| 839413|1436880|  3085493|          91109   |          41139   |
|10.2/(FRExt)| 12-Ju | 03:28 |      input_base_4CIF_0to8.yuv|    3 |  0/0  | 22 | 23 | 24 | 704x576 |    0  |  3 |  OFF |  ON  |  15 |  1  | 30.00| CABAC|   1  |   OFF   |  0  | 44.118| 48.006| 48.833| 42.161| 46.846| 47.756| 808640| 839413|1436880|  3085493|          90518   |          40995   |
|10.2/(FRExt)| 12-Ju | 03:30 |      input_base_4CIF_0to8.yuv|    3 |  0/0  | 22 | 23 | 24 | 704x576 |    0  |  3 |  OFF |  ON  |  15 |  1  | 30.00| CABAC|   1  |   OFF   |  0  | 44.118| 48.006| 48.833| 42.161| 46.846| 47.756| 808640| 839413|1436880|  3085493|          90418   |          40570   |
